Pays,Catégorie,Item,Valeur,Plage,Valeur_nettoyee,Plage_nettoyee,Plage_min,Plage_max
sri lanka,buy apartment price,price per square meter to buy apartment in city centre,"1,738.16 €","1,166.42-2,476.88",1.738,"(166.42, 2.476)",166.42,2.476
sri lanka,buy apartment price,price per square meter to buy apartment outside of centre,"1,146.30 €","619.22-1,666.31",1.146,"(619.22, 1.666)",619.22,1.666
sri lanka,salaries and financing,average monthly net salary (after tax),186.22 €,,186.22,,,
sri lanka,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",16.50,13.50-20.00,16.5,"(13.5, 20.0)",13.5,20.0
sudan,rent per month,apartment (1 bedroom) in city centre,629.08 €,459.45-827.01,629.08,"(459.45, 827.01)",459.45,827.01
sudan,rent per month,apartment (1 bedroom) outside of centre,318.66 €,183.78-505.40,318.66,"(183.78, 505.4)",183.78,505.4
sudan,rent per month,apartment (3 bedrooms) in city centre,"1,236.81 €","909.80-1,699.97",1.236,"(909.8, 1.699)",909.8,1.699
sudan,rent per month,apartment (3 bedrooms) outside of centre,581.67 €,459.45-918.90,581.67,"(459.45, 918.9)",459.45,918.9
sudan,buy apartment price,price per square meter to buy apartment in city centre,"1,170.46 €","918.90-1,837.80",1.17,"(918.9, 1.837)",918.9,1.837
sudan,buy apartment price,price per square meter to buy apartment outside of centre,786.17 €,"490.10-1,102.68",786.17,"(490.1, 1.102)",490.1,1.102
sudan,salaries and financing,average monthly net salary (after tax),190.60 €,,190.6,,,
sudan,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",21.33,12.00-30.00,21.33,"(12.0, 30.0)",12.0,30.0
suriname,rent per month,apartment (1 bedroom) in city centre,432.29 €,271.49-918.90,432.29,"(271.49, 918.9)",271.49,918.9
suriname,rent per month,apartment (1 bedroom) outside of centre,199.48 €,108.70-275.67,199.48,"(108.7, 275.67)",108.7,275.67
suriname,rent per month,apartment (3 bedrooms) in city centre,987.36 €,"542.99-2,297.25",987.36,"(542.99, 2.297)",542.99,2.297
suriname,rent per month,apartment (3 bedrooms) outside of centre,499.41 €,367.56-785.11,499.41,"(367.56, 785.11)",367.56,785.11
suriname,buy apartment price,price per square meter to buy apartment in city centre,448.11 €,137.84-930.83,448.11,"(137.84, 930.83)",137.84,930.83
suriname,buy apartment price,price per square meter to buy apartment outside of centre,383.01 €,91.89-827.41,383.01,"(91.89, 827.41)",91.89,827.41
suriname,salaries and financing,average monthly net salary (after tax),261.58 €,,261.58,,,
suriname,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",16.25,7.00-18.00,16.25,"(7.0, 18.0)",7.0,18.0
sweden,rent per month,apartment (1 bedroom) in city centre,828.21 €,"589.66-1,542.18",828.21,"(589.66, 1.542)",589.66,1.542
sweden,rent per month,apartment (1 bedroom) outside of centre,645.31 €,"453.58-1,088.60",645.31,"(453.58, 1.088)",453.58,1.088
sweden,rent per month,apartment (3 bedrooms) in city centre,"1,372.57 €","997.88-2,503.78",1.372,"(997.88, 2.503)",997.88,2.503
sweden,rent per month,apartment (3 bedrooms) outside of centre,"1,052.60 €","752.95-1,814.33",1.052,"(752.95, 1.814)",752.95,1.814
sweden,buy apartment price,price per square meter to buy apartment in city centre,"5,427.04 €","2,902.94-10,432.42",5.427,"(902.94, 10.432)",902.94,10.432
sweden,buy apartment price,price per square meter to buy apartment outside of centre,"3,414.08 €","1,995.77-5,848.42",3.414,"(995.77, 5.848)",995.77,5.848
sweden,salaries and financing,average monthly net salary (after tax),"2,753.81 €",,2.753,,,
sweden,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",4.56,3.00-5.00,4.56,"(3.0, 5.0)",3.0,5.0
switzerland,rent per month,apartment (1 bedroom) in city centre,"1,736.10 €","1,246.60-2,597.07",1.736,"(246.6, 2.597)",246.6,2.597
switzerland,rent per month,apartment (1 bedroom) outside of centre,"1,431.07 €","1,038.83-2,077.66",1.431,"(38.83, 2.077)",38.83,2.077
switzerland,rent per month,apartment (3 bedrooms) in city centre,"3,107.68 €","2,077.66-4,882.50",3.107,"(77.66, 4.882)",77.66,4.882
switzerland,rent per month,apartment (3 bedrooms) outside of centre,"2,552.73 €","1,869.89-3,739.79",2.552,"(869.89, 3.739)",869.89,3.739
switzerland,buy apartment price,price per square meter to buy apartment in city centre,"15,188.15 €","8,830.05-27,009.57",15.188,"(830.05, 27.009)",830.05,27.009
switzerland,buy apartment price,price per square meter to buy apartment outside of centre,"11,952.22 €","7,271.81-18,075.64",11.952,"(271.81, 18.075)",271.81,18.075
switzerland,salaries and financing,average monthly net salary (after tax),"6,151.66 €",,6.151,,,
switzerland,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",2.45,1.68-3.00,2.45,"(1.68, 3.0)",1.68,3.0
syria,rent per month,apartment (1 bedroom) in city centre,135.60 €,55.13-459.45,135.6,"(55.13, 459.45)",55.13,459.45
syria,rent per month,apartment (1 bedroom) outside of centre,79.08 €,32.16-256.01,79.08,"(32.16, 256.01)",32.16,256.01
syria,rent per month,apartment (3 bedrooms) in city centre,308.71 €,128.65-918.90,308.71,"(128.65, 918.9)",128.65,918.9
syria,rent per month,apartment (3 bedrooms) outside of centre,174.31 €,82.70-459.45,174.31,"(82.7, 459.45)",82.7,459.45
syria,buy apartment price,price per square meter to buy apartment in city centre,"1,276.25 €","918.90-1,837.80",1.276,"(918.9, 1.837)",918.9,1.837
syria,buy apartment price,price per square meter to buy apartment outside of centre,510.50 €,"275.67-1,104.04",510.5,"(275.67, 1.104)",275.67,1.104
syria,salaries and financing,average monthly net salary (after tax),39.16 €,,39.16,,,
syria,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",13.67,11.00-18.00,13.67,"(11.0, 18.0)",11.0,18.0
taiwan,rent per month,apartment (1 bedroom) in city centre,435.30 €,250.68-835.59,435.3,"(250.68, 835.59)",250.68,835.59
taiwan,rent per month,apartment (1 bedroom) outside of centre,303.87 €,167.12-557.06,303.87,"(167.12, 557.06)",167.12,557.06
taiwan,rent per month,apartment (3 bedrooms) in city centre,"1,028.90 €","668.47-1,894.01",1.028,"(668.47, 1.894)",668.47,1.894
taiwan,rent per month,apartment (3 bedrooms) outside of centre,737.86 €,"501.35-1,169.83",737.86,"(501.35, 1.169)",501.35,1.169
taiwan,buy apartment price,price per square meter to buy apartment in city centre,"8,246.27 €","3,342.37-16,711.83",8.246,"(342.37, 16.711)",342.37,16.711
taiwan,buy apartment price,price per square meter to buy apartment outside of centre,"5,187.16 €","2,481.71-11,141.22",5.187,"(481.71, 11.141)",481.71,11.141
taiwan,salaries and financing,average monthly net salary (after tax),"1,472.65 €",,1.472,,,
taiwan,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",2.08,1.50-2.80,2.08,"(1.5, 2.8)",1.5,2.8
tajikistan,rent per month,apartment (1 bedroom) in city centre,340.19 €,210.48-463.05,340.19,"(210.48, 463.05)",210.48,463.05
tajikistan,rent per month,apartment (1 bedroom) outside of centre,186.57 €,126.29-294.67,186.57,"(126.29, 294.67)",126.29,294.67
tajikistan,rent per month,apartment (3 bedrooms) in city centre,574.89 €,420.96-841.91,574.89,"(420.96, 841.91)",420.96,841.91
tajikistan,rent per month,apartment (3 bedrooms) outside of centre,401.66 €,252.57-673.53,401.66,"(252.57, 673.53)",252.57,673.53
tajikistan,buy apartment price,price per square meter to buy apartment in city centre,772.05 €,673.53-926.10,772.05,"(673.53, 926.1)",673.53,926.1
tajikistan,buy apartment price,price per square meter to buy apartment outside of centre,496.64 €,413.51-589.34,496.64,"(413.51, 589.34)",413.51,589.34
tajikistan,salaries and financing,average monthly net salary (after tax),196.29 €,,196.29,,,
tajikistan,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",21.12,12.00-30.00,21.12,"(12.0, 30.0)",12.0,30.0
tanzania,rent per month,apartment (1 bedroom) in city centre,294.80 €,103.57-690.45,294.8,"(103.57, 690.45)",103.57,690.45
tanzania,rent per month,apartment (1 bedroom) outside of centre,159.49 €,86.31-345.22,159.49,"(86.31, 345.22)",86.31,345.22
tanzania,rent per month,apartment (3 bedrooms) in city centre,645.64 €,"172.61-1,378.35",645.64,"(172.61, 1.378)",172.61,1.378
tanzania,rent per month,apartment (3 bedrooms) outside of centre,325.95 €,103.57-863.06,325.95,"(103.57, 863.06)",103.57,863.06
tanzania,buy apartment price,price per square meter to buy apartment in city centre,"13,443.67 €","863.06-34,522.48",13.443,"(863.06, 34.522)",863.06,34.522
tanzania,buy apartment price,price per square meter to buy apartment outside of centre,"7,651.11 €","4,945.48-10,356.74",7.651,"(945.48, 10.356)",945.48,10.356
tanzania,salaries and financing,average monthly net salary (after tax),223.63 €,,223.63,,,
tanzania,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",14.17,12.00-18.00,14.17,"(12.0, 18.0)",12.0,18.0
thailand,rent per month,apartment (1 bedroom) in city centre,433.66 €,245.48-681.88,433.66,"(245.48, 681.88)",245.48,681.88
thailand,rent per month,apartment (1 bedroom) outside of centre,237.72 €,136.38-409.13,237.72,"(136.38, 409.13)",136.38,409.13
thailand,rent per month,apartment (3 bedrooms) in city centre,"1,069.29 €","477.32-2,182.01",1.069,"(477.32, 2.182)",477.32,2.182
thailand,rent per month,apartment (3 bedrooms) outside of centre,588.77 €,"272.75-1,363.76",588.77,"(272.75, 1.363)",272.75,1.363
thailand,buy apartment price,price per square meter to buy apartment in city centre,"3,660.79 €","1,636.51-6,818.79",3.66,"(636.51, 6.818)",636.51,6.818
thailand,buy apartment price,price per square meter to buy apartment outside of centre,"1,968.48 €","900.08-2,727.52",1.968,"(900.08, 2.727)",900.08,2.727
thailand,salaries and financing,average monthly net salary (after tax),572.68 €,,572.68,,,
thailand,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",5.76,3.00-8.00,5.76,"(3.0, 8.0)",3.0,8.0
timor-leste,rent per month,apartment (1 bedroom) in city centre,"1,010.79 €","735.12-1,194.57",1.01,"(735.12, 1.194)",735.12,1.194
timor-leste,rent per month,apartment (1 bedroom) outside of centre,857.64 €,827.01-918.90,857.64,"(827.01, 918.9)",827.01,918.9
timor-leste,rent per month,apartment (3 bedrooms) in city centre,"2,825.62 €","1,837.80-4,135.05",2.825,"(837.8, 4.135)",837.8,4.135
timor-leste,rent per month,apartment (3 bedrooms) outside of centre,"1,531.50 €","1,378.35-1,837.80",1.531,"(378.35, 1.837)",378.35,1.837
timor-leste,buy apartment price,price per square meter to buy apartment in city centre,"3,675.60 €",,3.675,,,
timor-leste,salaries and financing,average monthly net salary (after tax),"4,724.98 €",,4.724,,,
timor-leste,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",5.37,5.37-5.37,5.37,"(5.37, 5.37)",5.37,5.37
togo,rent per month,apartment (1 bedroom) in city centre,355.71 €,228.67-457.35,355.71,"(228.67, 457.35)",228.67,457.35
togo,rent per month,apartment (1 bedroom) outside of centre,169.60 €,68.60-274.41,169.6,"(68.6, 274.41)",68.6,274.41
togo,rent per month,apartment (3 bedrooms) in city centre,516.20 €,311.65-914.69,516.2,"(311.65, 914.69)",311.65,914.69
togo,rent per month,apartment (3 bedrooms) outside of centre,269.18 €,182.94-381.12,269.18,"(182.94, 381.12)",182.94,381.12
togo,buy apartment price,price per square meter to buy apartment in city centre,"1,105.26 €","686.02-1,524.49",1.105,"(686.02, 1.524)",686.02,1.524
togo,buy apartment price,price per square meter to buy apartment outside of centre,403.99 €,45.73-762.25,403.99,"(45.73, 762.25)",45.73,762.25
togo,salaries and financing,average monthly net salary (after tax),508.16 €,,508.16,,,
togo,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",8.00,,8.0,,,
tonga,rent per month,apartment (1 bedroom) in city centre,572.46 €,572.46-572.46,572.46,"(572.46, 572.46)",572.46,572.46
tonga,rent per month,apartment (1 bedroom) outside of centre,45.95 €,,45.95,,,
tonga,rent per month,apartment (3 bedrooms) in city centre,763.28 €,"381.64-1,144.92",763.28,"(381.64, 1.144)",381.64,1.144
tonga,rent per month,apartment (3 bedrooms) outside of centre,528.95 €,251.12-763.28,528.95,"(251.12, 763.28)",251.12,763.28
tonga,buy apartment price,price per square meter to buy apartment in city centre,381.64 €,,381.64,,,
tonga,buy apartment price,price per square meter to buy apartment outside of centre,228.98 €,,228.98,,,
tonga,salaries and financing,average monthly net salary (after tax),626.26 €,,626.26,,,
trinidad and tobago,rent per month,apartment (1 bedroom) in city centre,499.82 €,378.42-675.75,499.82,"(378.42, 675.75)",378.42,675.75
trinidad and tobago,rent per month,apartment (1 bedroom) outside of centre,361.18 €,297.33-473.03,361.18,"(297.33, 473.03)",297.33,473.03
trinidad and tobago,rent per month,apartment (3 bedrooms) in city centre,962.06 €,"551.34-1,621.81",962.06,"(551.34, 1.621)",551.34,1.621
trinidad and tobago,rent per month,apartment (3 bedrooms) outside of centre,704.13 €,"486.54-1,081.20",704.13,"(486.54, 1.081)",486.54,1.081
trinidad and tobago,buy apartment price,price per square meter to buy apartment in city centre,"2,618.55 €","1,454.75-7,273.74",2.618,"(454.75, 7.273)",454.75,7.273
trinidad and tobago,buy apartment price,price per square meter to buy apartment outside of centre,"1,527.49 €","1,018.32-2,182.12",1.527,"(18.32, 2.182)",18.32,2.182
trinidad and tobago,salaries and financing,average monthly net salary (after tax),771.39 €,,771.39,,,
trinidad and tobago,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",5.94,3.00-8.00,5.94,"(3.0, 8.0)",3.0,8.0
tunisia,rent per month,apartment (1 bedroom) in city centre,196.57 €,133.66-282.18,196.57,"(133.66, 282.18)",133.66,282.18
tunisia,rent per month,apartment (1 bedroom) outside of centre,131.35 €,89.11-207.92,131.35,"(89.11, 207.92)",89.11,207.92
tunisia,rent per month,apartment (3 bedrooms) in city centre,341.42 €,207.92-475.25,341.42,"(207.92, 475.25)",207.92,475.25
tunisia,rent per month,apartment (3 bedrooms) outside of centre,230.25 €,148.51-386.14,230.25,"(148.51, 386.14)",148.51,386.14
tunisia,buy apartment price,price per square meter to buy apartment in city centre,861.83 €,"594.06-1,336.63",861.83,"(594.06, 1.336)",594.06,1.336
tunisia,buy apartment price,price per square meter to buy apartment outside of centre,499.66 €,237.62-831.68,499.66,"(237.62, 831.68)",237.62,831.68
tunisia,salaries and financing,average monthly net salary (after tax),285.33 €,,285.33,,,
tunisia,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",11.43,7.80-15.00,11.43,"(7.8, 15.0)",7.8,15.0
turkey,rent per month,apartment (1 bedroom) in city centre,518.49 €,300.65-878.17,518.49,"(300.65, 878.17)",300.65,878.17
turkey,rent per month,apartment (1 bedroom) outside of centre,367.53 €,250.54-626.35,367.53,"(250.54, 626.35)",250.54,626.35
turkey,rent per month,apartment (3 bedrooms) in city centre,886.62 €,"501.08-1,753.77",886.62,"(501.08, 1.753)",501.08,1.753
turkey,rent per month,apartment (3 bedrooms) outside of centre,598.86 €,"375.81-1,002.15",598.86,"(375.81, 1.002)",375.81,1.002
turkey,buy apartment price,price per square meter to buy apartment in city centre,"1,692.63 €","876.88-3,507.53",1.692,"(876.88, 3.507)",876.88,3.507
turkey,buy apartment price,price per square meter to buy apartment outside of centre,"1,000.55 €","626.35-2,000.00",1.0,"(626.35, 2.0)",626.35,2.0
turkey,salaries and financing,average monthly net salary (after tax),645.55 €,,645.55,,,
turkey,salaries and financing,"mortgage interest rate in percentages (%), yearly, for 20 years fixed-rate",40.94,20.50-55.00,40.94,"(20.5, 55.0)",20.5,55.0
turkmenistan,rent per month,apartment (1 bedroom) in city centre,959.73 €,"655.55-1,835.55",959.73,"(655.55, 1.835)",655.55,1.835
turkmenistan,rent per month,apartment (1 bedroom) outside of centre,603.11 €,"262.22-1,311.11",603.11,"(262.22, 1.311)",262.22,1.311
